-33.921377,18.601603
-29.855967,31.015526
-29.821599,30.999536
-29.800792,31.028266
-29.3363,31.2967
-29.858226,31.008213
-29.8342,30.9865
-29.811454,30.855699
-29.780035,30.763478
-29.851864,31.016514
-29.870714,30.806265
-29.640732,31.045553
-29.831101,31.032164
-29.7765,30.9875
-29.8116,30.9829
-29.8059,31.0041
-29.804551,30.984165
-29.8101,30.9892
-29.879,30.961
-29.84656,30.983596
-29.8275,30.93
-29.748442,31.046209
-29.8049,29.7677
-29.993619,29.797656
-29.79216,31.03375
-29.804544,30.965078
-29.8412,31.0201
-29.8524,31.0276
-29.855966,31.015525
-29.3392,30.6337
-29.8584,31.0221
-29.748667,30.734468
-29.7512,30.7377
-30.189909,30.763581
-29.78155,30.762847
-29.78096,30.761271
-29.864584,31.039988
-29.780704,30.761646
-29.781565,30.762754
-29.781475,30.762905
-29.772,30.7732
-29.7733,30.7728
-29.783707,30.766239
-29.78583,30.76822
-29.780212,30.764391
-29.712807,31.0686
-29.749243,30.815353
-29.811858,30.82414
-29.845584,30.96667
-29.792017,30.833153
-29.858923,31.02273
-29.859453,31.039479
-29.983681,30.927816
-29.859881,31.021522
-29.871056,30.806652
-29.871155,30.80541
-29.8448,30.8274
-29.88014,30.988428
-29.816072,30.83047
-29.822779,30.832266
-29.819918,30.814808
-29.821936,30.820174
-29.8169,30.8305
-29.820623,30.811056
-29.8188,30.8302
-29.792135,30.829071
-29.8138,30.8362
-29.8585,31.0371
-29.814058,30.855757
-29.811272,30.86444
-29.824455,30.822056
-29.860934,31.036669
-29.810562,30.868753
-29.858889,30.871061
-29.823447,30.829991
-29.82571,30.858088
-29.814926,30.854218
-29.805753,30.845878
-29.856311,31.029714
-29.835295,30.87401
-29.859164,31.018872
-29.810555,30.852951
-29.866932,30.953798
-29.842375,30.984171
-29.817154,30.860949
-29.81646,30.866529
-29.836789,30.847148
-29.8404,30.8464
-29.79314,30.83436
-29.9209,30.8977
-29.806454,30.948076
-29.815133,30.970225
-29.8182,30.857
-29.866611,30.955433
-29.867177,30.955675
-29.8947,30.8602
-29.8672,31.045
-29.808443,30.971548
-29.854733,31.00992
-29.862499,31.018641
-29.923,30.8748
-29.9048,30.8682
-29.8348,30.8728
-29.908274,30.87468
-29.7868,30.8706
-29.7965,30.8788
-29.9131,30.8801
-29.888443,30.867995
-29.848942,30.98991
-29.888219,30.875144
-29.8088,30.8848
-29.9135,30.8807
-29.8982,30.8787
-29.9119,30.8798
-29.903738,30.866997
-29.922531,30.876547
-29.914345,30.880569
-29.89967,30.910627
-29.920548,30.911362
-29.91304,30.881359
-29.9107,30.91
-29.8065,30.8847
-29.9135,30.8802
-29.913001,30.881401
-29.9137,30.8973
-29.930285,30.999069
-29.9172,30.8801
-29.777748,30.763407
-29.865795,30.995201
-29.8724,30.9053
-29.904973,30.903959
-29.909593,30.906607
-29.856216,31.031797
-29.880136,30.918787
-29.9885,30.9264
-30.300941,30.671066
-29.800277,30.937424
-29.850413,30.933072
-29.8497,30.9344
-29.9939,30.9263
-29.8488,30.9354
-29.8368,30.9196
-29.828861,30.961079
-29.828859,30.961081
-29.8272,30.9304
-29.843949,30.972971
-29.8496,30.9348
-29.855277,31.035924
-29.8281,30.9564
-29.8352,30.9184
-29.848908,30.934425
-29.836391,30.917278
-29.83405,30.917652
-29.944908,30.976994
-29.88792,30.937652
-29.9164,30.8778
-29.700363,30.948566
-29.7129,30.9737
-29.801329,30.962816
-29.9938,30.949
-29.867006,30.983166
-29.9457,30.9519
-29.8278,30.9548
-29.7819,30.9699
-29.784178,30.972814
-29.847166,30.991105
-29.828574,30.969813
-29.874203,30.956359
-29.916997,30.92234
-29.941561,30.956192
-29.953105,30.969543
-29.9143,30.9645
-29.9231,30.97
-29.923274,30.968285
-29.92296,30.958174
-29.9019,30.9645
-29.982275,30.933178
-29.9778,30.9478
-29.978111,30.925884
-29.9807,30.9287
-30.00115,30.911562
-29.99478,30.939096
-29.986008,30.926704
-29.970263,30.934816
-29.9803,30.9329
-29.9756,30.9651
-29.886,30.9652
-29.787008,30.969327
-29.954,30.9696
-29.7838,30.9717
-30.996908,30.257614
-29.7571,30.9709
-29.921336,30.973299
-29.92361,30.968641
-29.92359,30.96862
-29.8805,30.9739
-29.83199,30.971157
-29.883851,30.984087
-29.824844,30.992281
-29.904741,30.980613
-29.858952,31.018743
-29.9156,30.9855
-29.808452,30.967775
-29.867563,30.998147
